item,price,link
Osso Purificado de Espírito,0,ragnarok.uol.com.br/database/thor/itens/detalhes/purified_bone
Ovo,0,ragnarok.uol.com.br/database/thor/itens/detalhes/chicken_egg
Murmúrio,0,ragnarok.uol.com.br/database/thor/itens/detalhes/slilince_wave
Natureza Grandiosa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/great_nature
Nervos de Urso,0,ragnarok.uol.com.br/database/thor/itens/detalhes/tendon_of_bear
Nova Velha Caixa Azul,0,ragnarok.uol.com.br/database/thor/itens/detalhes/old_bleu_box
Nove Caudas Cozidas,0,ragnarok.uol.com.br/database/thor/itens/detalhes/luk_dish10
Nove Caudas Cozidas,0,ragnarok.uol.com.br/database/thor/itens/detalhes/luk_dish10_m
Núcleo de Energia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/power_control_device
O Corvo do Destino,0,ragnarok.uol.com.br/database/thor/itens/detalhes/fate_of_crow
Ovo da Fortuna,0,ragnarok.uol.com.br/database/thor/itens/detalhes/zeny_scroll
Ovo do Lagomorfo,0,ragnarok.uol.com.br/database/thor/itens/detalhes/costama_egg14
Ovo de Dragão,0,ragnarok.uol.com.br/database/thor/itens/detalhes/egg_of_draco
Ovo Fashion,0,ragnarok.uol.com.br/database/thor/itens/detalhes/costama_egg09
Partitura Azul,0,ragnarok.uol.com.br/database/thor/itens/detalhes/fade_notation_blue
Partitura Rosa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/fade_notation_purple
Partitura Verde,0,ragnarok.uol.com.br/database/thor/itens/detalhes/fade_notation_green
Partitura Vermelha,0,ragnarok.uol.com.br/database/thor/itens/detalhes/fade_notation_red
Passagem só de Ida,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ro_transportation_card
Passe Antigravitacional,0,ragnarok.uol.com.br/database/thor/itens/detalhes/max_weight_up_scroll
Passe do Calabouço Especial,0,ragnarok.uol.com.br/database/thor/itens/detalhes/bluecard_e
Passe Imperial,0,ragnarok.uol.com.br/database/thor/itens/detalhes/lords_passable_ticket
Passe para Cheffênia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/tcg_card
Panqueca Azeda,0,ragnarok.uol.com.br/database/thor/itens/detalhes/sour_cream_pancake
Panqueca com Mel,0,ragnarok.uol.com.br/database/thor/itens/detalhes/honey_pancake
Panqueca de Caviar,0,ragnarok.uol.com.br/database/thor/itens/detalhes/caviar_pancake
Panqueca de Cogumelos,0,ragnarok.uol.com.br/database/thor/itens/detalhes/mushroom_pancake
Panqueca de Geléia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/jam_pancake
Panqueca de Lutie,0,ragnarok.uol.com.br/database/thor/itens/detalhes/str_dish05
Pão de Carne Picante Frito,0,ragnarok.uol.com.br/database/thor/itens/detalhes/vit_dish05
Ovo Natalino,0,ragnarok.uol.com.br/database/thor/itens/detalhes/costama_egg05
Ovo Shinobi,0,ragnarok.uol.com.br/database/thor/itens/detalhes/costama_eggs02
Palitos de Baunilha,0,ragnarok.uol.com.br/database/thor/itens/detalhes/agi_biscuit_stick
Palitos de Cassis,0,ragnarok.uol.com.br/database/thor/itens/detalhes/int_biscuit_stick
Palitos de Chocolate,0,ragnarok.uol.com.br/database/thor/itens/detalhes/vit_biscuit_stick
Palitos de Laranja,0,ragnarok.uol.com.br/database/thor/itens/detalhes/str_biscuit_stick
Palitos de Limão,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dex_biscuit_stick
Palitos de Morango,0,ragnarok.uol.com.br/database/thor/itens/detalhes/luk_biscuit_stick
Palmípede Temperado,0,ragnarok.uol.com.br/database/thor/itens/detalhes/str_dish02
Pacote de Correio,0,ragnarok.uol.com.br/database/thor/itens/detalhes/mail_package
Pacote de Entregas,0,ragnarok.uol.com.br/database/thor/itens/detalhes/delivery_box
Pão Doce Assombroso,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dex_dish07
Papel Brilhante,0,ragnarok.uol.com.br/database/thor/itens/detalhes/glitering_papera
Papel Brilhante,0,ragnarok.uol.com.br/database/thor/itens/detalhes/glitering_paperb
Papel da Guarda Continental,0,ragnarok.uol.com.br/database/thor/itens/detalhes/continental_guard_paper
Papel de presente,0,ragnarok.uol.com.br/database/thor/itens/detalhes/packing_paper
Papel de Presente Branco,0,ragnarok.uol.com.br/database/thor/itens/detalhes/white_paper
Papel de Presente Verde,0,ragnarok.uol.com.br/database/thor/itens/detalhes/green_paper
Papel de Presente Vermelho,0,ragnarok.uol.com.br/database/thor/itens/detalhes/red_paper
Parte de Relatório,0,ragnarok.uol.com.br/database/thor/itens/detalhes/some_of_report
Pé de Urso Especial,0,ragnarok.uol.com.br/database/thor/itens/detalhes/str_dish08
Peça Estranha,0,ragnarok.uol.com.br/database/thor/itens/detalhes/weird_part
Peça Intacta,0,ragnarok.uol.com.br/database/thor/itens/detalhes/normal_parts
Peça Misteriosa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/problematical_part
Peças de Carrinho,0,ragnarok.uol.com.br/database/thor/itens/detalhes/cart_parts
Pedaço da Alma do Lorde das Trevas,0,ragnarok.uol.com.br/database/thor/itens/detalhes/p_of_evil_soul
Pedaço da Estrela Decorativa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/star_decor
Pedaço de Vestimenta,0,ragnarok.uol.com.br/database/thor/itens/detalhes/brynhild_armor_piece
Pedido Escrito (A),0,ragnarok.uol.com.br/database/thor/itens/detalhes/mission_scrolla
Pedido Escrito (B),0,ragnarok.uol.com.br/database/thor/itens/detalhes/mission_scrollb
Pedra,0,ragnarok.uol.com.br/database/thor/itens/detalhes/stone
Passe para o 3º Andar,0,ragnarok.uol.com.br/database/thor/itens/detalhes/3rd_floor_pass
Passos de Gato,0,ragnarok.uol.com.br/database/thor/itens/detalhes/foot_step_of_cat
Pastel Chinês,0,ragnarok.uol.com.br/database/thor/itens/detalhes/new_year_bun
Pedra Encantada Amarela,0,ragnarok.uol.com.br/database/thor/itens/detalhes/magic_gem_yellow
Pedra Encantada Azul,0,ragnarok.uol.com.br/database/thor/itens/detalhes/magic_gem_blue
Pedra Encantada Preta,0,ragnarok.uol.com.br/database/thor/itens/detalhes/magic_gem_black
Pedra Encantada Verde,0,ragnarok.uol.com.br/database/thor/itens/detalhes/magic_gem_green
Pedra Encantada Vermelha,0,ragnarok.uol.com.br/database/thor/itens/detalhes/magic_gem_red
Pedra Filosofal,0,ragnarok.uol.com.br/database/thor/itens/detalhes/stone_of_intelligence
Pedra Incandescente,0,ragnarok.uol.com.br/database/thor/itens/detalhes/red_burning_stone
Pedaço de Peixe,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_fish
Pedaço de Pele Congelada,0,ragnarok.uol.com.br/database/thor/itens/detalhes/frozen_skin_piece
Pedaço de Pintura,0,ragnarok.uol.com.br/database/thor/itens/detalhes/picture_piece
Pedaço de Tecido Vermelho,0,ragnarok.uol.com.br/database/thor/itens/detalhes/red_cloth
Pedaço da Ponte de Folhas,0,ragnarok.uol.com.br/database/thor/itens/detalhes/leaf_made_wood
Pedaço de Asa dos Esplêndidos,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_lapine_wing
Pedaço de Bradium,0,ragnarok.uol.com.br/database/thor/itens/detalhes/peice_of_great_bradium
Pedaço de Chifre,0,ragnarok.uol.com.br/database/thor/itens/detalhes/broken_horn_pipe
Peixe Desconhecido,0,ragnarok.uol.com.br/database/thor/itens/detalhes/unknown_fish
Pelugem Negra,0,ragnarok.uol.com.br/database/thor/itens/detalhes/black_fur
Pena de Asas Angelicais,0,ragnarok.uol.com.br/database/thor/itens/detalhes/feather_of_angel
Peônia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/peony_mommy
Pele de Verme Flamejante,0,ragnarok.uol.com.br/database/thor/itens/detalhes/burningskin
Pele do Imperador Morroc,0,ragnarok.uol.com.br/database/thor/itens/detalhes/morroc_skin
Pelúcia de Coelhinho,0,ragnarok.uol.com.br/database/thor/itens/detalhes/gift_stuffed_doll
Pelúcia de Coelhinho Darko,0,ragnarok.uol.com.br/database/thor/itens/detalhes/meal_done_ribbit_doll
Pergaminho de Abelha Rainha,0,ragnarok.uol.com.br/database/thor/itens/detalhes/mistresss
Pergaminho de Amplificação Mística,0,ragnarok.uol.com.br/database/thor/itens/detalhes/magic_power_scroll
Pergaminho de Arma +11,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_weapon_11up
Pergaminho de Arma +5,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_weapon_5up
Pergaminho de Arma +6,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_weapon_6up
Pergaminho de Arma +7,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_weapon_7up
Pergaminho de Arma +8,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_weapon_8up
Pergaminho de Arma +9,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_weapon_9up
Pergaminho de Armadura +11,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_armor_11up
Pergaminho de Armadura +5,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_armor_5up
Pequena Pilha de Ossos,0,ragnarok.uol.com.br/database/thor/itens/detalhes/little_skel_bone
Perfume de Scaraba,0,ragnarok.uol.com.br/database/thor/itens/detalhes/scaraba_perfume
Perfurador Descartável,0,ragnarok.uol.com.br/database/thor/itens/detalhes/auger_of_spirit
Perg. de Precisão Apurada,0,ragnarok.uol.com.br/database/thor/itens/detalhes/accuracy_30_scroll
Perg. de Reparar Arma,0,ragnarok.uol.com.br/database/thor/itens/detalhes/repair_scroll_
Pergaminho de Armadura +6,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_armor_6up
Pergaminho de Armadura +7,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_armor_7up
Pergaminho de Armadura +8,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_armor_8up
Pergaminho de Armadura +9,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guarantee_armor_9up
Pergaminho de Armadura Sagrada,0,ragnarok.uol.com.br/database/thor/itens/detalhes/holy_armor_s
Pergaminho de Armadura Sombria,0,ragnarok.uol.com.br/database/thor/itens/detalhes/shadow_armor_s
Pergaminho de Esquiva 30,0,ragnarok.uol.com.br/database/thor/itens/detalhes/flee_30_scroll
Pergaminho de Ganância,0,ragnarok.uol.com.br/database/thor/itens/detalhes/greed_scroll
Pergaminho de Ghostring,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ghostrings
Pergam. Chuva de Meteoros,0,ragnarok.uol.com.br/database/thor/itens/detalhes/meteor_10_scroll
Pergam. Ira de Thor,0,ragnarok.uol.com.br/database/thor/itens/detalhes/vermilion_10_scroll
Pergam. Nevasca,0,ragnarok.uol.com.br/database/thor/itens/detalhes/storm_10_scroll
Pergaminho da Bruxa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/witchs_spell_book
Pergaminho da Construtora,0,ragnarok.uol.com.br/database/thor/itens/detalhes/workerscroll_b
Pergaminho de Doppelganger,0,ragnarok.uol.com.br/database/thor/itens/detalhes/doppelganger_scroll
Pergaminho de Egnigem Cenia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ygnizem_scroll
Pergaminho de Invocação de Nidhogg,0,ragnarok.uol.com.br/database/thor/itens/detalhes/nyd_summon_scroll
Pergaminho de Lex Aeterna,0,ragnarok.uol.com.br/database/thor/itens/detalhes/lex_aeterna_scroll
Picareta,0,ragnarok.uol.com.br/database/thor/itens/detalhes/pickaxe
Pilha de Latas Vencidas,0,ragnarok.uol.com.br/database/thor/itens/detalhes/bad_can_sack
Pilha de Livros,0,ragnarok.uol.com.br/database/thor/itens/detalhes/several_books
Pílula de HP,0,ragnarok.uol.com.br/database/thor/itens/detalhes/gold_pill_1
Pergaminho de Loki,0,ragnarok.uol.com.br/database/thor/itens/detalhes/loki_summon_scroll
Pergaminho de Orc Herói,0,ragnarok.uol.com.br/database/thor/itens/detalhes/orc_heros
Pergaminho de Reparar Arma,0,ragnarok.uol.com.br/database/thor/itens/detalhes/repair_scroll
Pergaminho de Revestir Arma,0,ragnarok.uol.com.br/database/thor/itens/detalhes/cp_weapon_scroll
Pergaminho de Revestir Armadura,0,ragnarok.uol.com.br/database/thor/itens/detalhes/cp_armor_scroll
Pergaminho de Revestir Capacete,0,ragnarok.uol.com.br/database/thor/itens/detalhes/cp_helm_scroll
Pergaminho de Revestir Escudo,0,ragnarok.uol.com.br/database/thor/itens/detalhes/cp_shield_scroll
Pergaminho de Rosa Selvagem,0,ragnarok.uol.com.br/database/thor/itens/detalhes/wild_rose_scroll
Pergaminho de Senhor dos Orcs,0,ragnarok.uol.com.br/database/thor/itens/detalhes/orc_loads
Pergaminho Para Feudos,0,ragnarok.uol.com.br/database/thor/itens/detalhes/siege_teleport_scroll
Pergaminho Selado,0,ragnarok.uol.com.br/database/thor/itens/detalhes/seal_scroll
Pergaminho Tao Gunka,0,ragnarok.uol.com.br/database/thor/itens/detalhes/taogunkas
Pernas de Gafanhoto Fritas,0,ragnarok.uol.com.br/database/thor/itens/detalhes/str_dish01
Pertences Perdidos,0,ragnarok.uol.com.br/database/thor/itens/detalhes/lost_belongings
Pesquisa de Avant,0,ragnarok.uol.com.br/database/thor/itens/detalhes/avant_research_data
Pílula de SP,0,ragnarok.uol.com.br/database/thor/itens/detalhes/gold_pill_2
Pincel Mágico,0,ragnarok.uol.com.br/database/thor/itens/detalhes/master_brush
Pingente do Espírito,0,ragnarok.uol.com.br/database/thor/itens/detalhes/soul_pendant
Pirulito de Bengala de Natal,0,ragnarok.uol.com.br/database/thor/itens/detalhes/candy_striper_b
Pergaminho de Teleporte para Calabouço,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dun_tele_scroll1
Pergaminho do Construtor,0,ragnarok.uol.com.br/database/thor/itens/detalhes/workerscroll_a
Pergaminho Mágico Aberto,0,ragnarok.uol.com.br/database/thor/itens/detalhes/unsealed_magic_spell
Pó de Yggdrasil,0,ragnarok.uol.com.br/database/thor/itens/detalhes/yggdrasil_dust
Pó Glacial,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ice_particle
Pista sobre Lope,0,ragnarok.uol.com.br/database/thor/itens/detalhes/clue_of_lope
Placa de Ferro Amassada,0,ragnarok.uol.com.br/database/thor/itens/detalhes/distorted_iron_plate
Poção Azul de GdE,0,ragnarok.uol.com.br/database/thor/itens/detalhes/woe_blue_potion
Poção Azul de Guerra,0,ragnarok.uol.com.br/database/thor/itens/detalhes/siege_blue_potion
Poção Compacta Enriquecida,0,ragnarok.uol.com.br/database/thor/itens/detalhes/enriched_slim_pot
Poção Branca de GdE,0,ragnarok.uol.com.br/database/thor/itens/detalhes/woe_white_potion
Poção Branca de Guerra,0,ragnarok.uol.com.br/database/thor/itens/detalhes/siege_white_potion
Poção de Aprendiz,0,ragnarok.uol.com.br/database/thor/itens/detalhes/novice_potion
Poção de Ouro,0,ragnarok.uol.com.br/database/thor/itens/detalhes/aspd_potion
Poção de Regeneração,0,ragnarok.uol.com.br/database/thor/itens/detalhes/regeneration_potion
Poção Especial de Defesa do RWC,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ex_def_potion
Poção Menor de Defesa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/s_def_potion
Poção Menor de Defesa Mágica,0,ragnarok.uol.com.br/database/thor/itens/detalhes/s_mdef_potion
Poção Menor de Vida,0,ragnarok.uol.com.br/database/thor/itens/detalhes/small_life_potion
Poção Mental,0,ragnarok.uol.com.br/database/thor/itens/detalhes/mental_potion
Poção para Aprendizes,0,ragnarok.uol.com.br/database/thor/itens/detalhes/novice_potion_b
Porco Defumado,0,ragnarok.uol.com.br/database/thor/itens/detalhes/yummy_meat
Poção Maior de Defesa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/b_def_potion
Poção Maior de Defesa Mágica,0,ragnarok.uol.com.br/database/thor/itens/detalhes/b_mdef_potion
Poção Média de Defesa Física RWC,0,ragnarok.uol.com.br/database/thor/itens/detalhes/m_def_potion
Poção Média de Defesa Mágica RWC,0,ragnarok.uol.com.br/database/thor/itens/detalhes/m_mdef_potion
Poção Média de Vida,0,ragnarok.uol.com.br/database/thor/itens/detalhes/med_life_potion
Poção Violeta de GdE,0,ragnarok.uol.com.br/database/thor/itens/detalhes/woe_violet_potion
Presságio de Tempestade,0,ragnarok.uol.com.br/database/thor/itens/detalhes/indication_of_tempest
Primeiro Prêmio,0,ragnarok.uol.com.br/database/thor/itens/detalhes/1st_stage_prize
Proteção do Deus do Mar,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ptotection_seagod
Proteção Espiritual,0,ragnarok.uol.com.br/database/thor/itens/detalhes/soul_protection
Prova de Caridade,0,ragnarok.uol.com.br/database/thor/itens/detalhes/donation_card
Pudim de Guyak,0,ragnarok.uol.com.br/database/thor/itens/detalhes/guyak_pudding
Punhado de Neve,0,ragnarok.uol.com.br/database/thor/itens/detalhes/powder_snow
Punho do Afago,0,ragnarok.uol.com.br/database/thor/itens/detalhes/caress_h
Quarto Prêmio,0,ragnarok.uol.com.br/database/thor/itens/detalhes/4th_stage_prize
Quase um Chocolate,0,ragnarok.uol.com.br/database/thor/itens/detalhes/choco_lump
Queijo Gratinado com Tentáculos,0,ragnarok.uol.com.br/database/thor/itens/detalhes/agi_dish03
Quinto Prêmio,0,ragnarok.uol.com.br/database/thor/itens/detalhes/5th_stage_prize
Raiz de Montanha,0,ragnarok.uol.com.br/database/thor/itens/detalhes/root_of_stone
Ramo Afiado,0,ragnarok.uol.com.br/database/thor/itens/detalhes/pointed_branch
Ramo Branco Fino,0,ragnarok.uol.com.br/database/thor/itens/detalhes/white_thin_stem
Ramo Branco Seco,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dry_white_stem
Ramo de Cerejeira,0,ragnarok.uol.com.br/database/thor/itens/detalhes/spray_of_flowers
Prêmio de Esquadrão,0,ragnarok.uol.com.br/database/thor/itens/detalhes/squad_prize
Prêmio do Herói,0,ragnarok.uol.com.br/database/thor/itens/detalhes/prizeofhero
Presente da Valquíria,0,ragnarok.uol.com.br/database/thor/itens/detalhes/valkyrie_gift
Presente de Natal dos Solteiros,0,ragnarok.uol.com.br/database/thor/itens/detalhes/solo_christmas_gift
Refrigerante Sangrento,0,ragnarok.uol.com.br/database/thor/itens/detalhes/luk_dish09
Registro da Perseguição,0,ragnarok.uol.com.br/database/thor/itens/detalhes/morocc_tracing_log
Registro de Língua Antiga,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ancient_document
Registro de Memórias do Abrigo,0,ragnarok.uol.com.br/database/thor/itens/detalhes/lab_memory_record
Registro de Memórias do Instituto,0,ragnarok.uol.com.br/database/thor/itens/detalhes/memory_record
Registro do 1º dia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_record1
Registro do 30º dia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_record2
Registro do 32º dia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_record3
Recibo de Entrega,0,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_voucher_2
Recibo de Entrega,0,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_voucher_3
Recibo de Entrega,0,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_voucher_4
Recibo de Entrega,0,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_voucher_5
Recibo de Entrega,0,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_voucher_6
Recibo de Entrega,0,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_voucher_7
Recibo de Entrega,0,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_voucher_8
Recibo de Loja,0,ragnarok.uol.com.br/database/thor/itens/detalhes/mins_receipt
Recibo de Morroc,0,ragnarok.uol.com.br/database/thor/itens/detalhes/moroccmerit
Registro do 40º dia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_record4
Registro do 50º dia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_record5
Reagente de Teste,0,ragnarok.uol.com.br/database/thor/itens/detalhes/test_reagent
Reagente Preto,0,ragnarok.uol.com.br/database/thor/itens/detalhes/black_reagent
Reagente Puro,0,ragnarok.uol.com.br/database/thor/itens/detalhes/clear_reagent
Reagente Vermelho,0,ragnarok.uol.com.br/database/thor/itens/detalhes/red_reagent
Receita,0,ragnarok.uol.com.br/database/thor/itens/detalhes/receipt_01
Receita de Chocolate Caseiro,0,ragnarok.uol.com.br/database/thor/itens/detalhes/handmade_choco_recipe
Receita de Chocolate Com Morango,0,ragnarok.uol.com.br/database/thor/itens/detalhes/strawberry_choco_recipe
Receita de Torta de Chocolate,0,ragnarok.uol.com.br/database/thor/itens/detalhes/choco_tart_recipe
Recibo de Entrega,0,ragnarok.uol.com.br/database/thor/itens/detalhes/merchant_voucher_1
Relatório da Escavação,0,ragnarok.uol.com.br/database/thor/itens/detalhes/excavator_repoet
Relatório da Expedição,0,ragnarok.uol.com.br/database/thor/itens/detalhes/expedition_report
Relatório da Expedição Vol. 1,0,ragnarok.uol.com.br/database/thor/itens/detalhes/expedition_report_vol1
Relatório da Expedição Vol. 2,0,ragnarok.uol.com.br/database/thor/itens/detalhes/expedition_report_vol2
Relatório da Expedição Vol. 3,0,ragnarok.uol.com.br/database/thor/itens/detalhes/expedition_report_vol3
Relatório da Expedição Vol. 4,0,ragnarok.uol.com.br/database/thor/itens/detalhes/expedition_report_vol4
Relatório de Aprovação,0,ragnarok.uol.com.br/database/thor/itens/detalhes/approval_report
Relatório de Manuk,0,ragnarok.uol.com.br/database/thor/itens/detalhes/report_on_manuk
Relatório do Esplendor,0,ragnarok.uol.com.br/database/thor/itens/detalhes/report_on_splendide
Relíquia Desconhecida,0,ragnarok.uol.com.br/database/thor/itens/detalhes/unidentified_relic
Sacola de Sal,0,ragnarok.uol.com.br/database/thor/itens/detalhes/salt_bag
Salada de Frutas,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dex_dish03
Salada Verde,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dex_dish05
Saliva de Ave,0,ragnarok.uol.com.br/database/thor/itens/detalhes/saliva_of_bird
Runa Berkana para Iniciantes,0,ragnarok.uol.com.br/database/thor/itens/detalhes/runstone_millennium
Roda desconhecida,0,ragnarok.uol.com.br/database/thor/itens/detalhes/mystery_wheel
Rosário Sagrado,0,ragnarok.uol.com.br/database/thor/itens/detalhes/sacred_rosary
Roupas de Praia,0,ragnarok.uol.com.br/database/thor/itens/detalhes/cool_summer_outfit
Rubi Arco-Íris,0,ragnarok.uol.com.br/database/thor/itens/detalhes/rainbow_ruby_water
Rubi Arco-Íris,0,ragnarok.uol.com.br/database/thor/itens/detalhes/rainbow_ruby_fire
Rubi Arco-Íris,0,ragnarok.uol.com.br/database/thor/itens/detalhes/rainbow_ruby_wind
Rubi Arco-Íris,0,ragnarok.uol.com.br/database/thor/itens/detalhes/rainbow_ruby_earth
Remédio Oriental,0,ragnarok.uol.com.br/database/thor/itens/detalhes/herb_medicine
Restos de Lixo,0,ragnarok.uol.com.br/database/thor/itens/detalhes/trash_debris
Retrato de Família,0,ragnarok.uol.com.br/database/thor/itens/detalhes/family_portrait
Retrato de Um Homem,0,ragnarok.uol.com.br/database/thor/itens/detalhes/man_portrait
Retrato de Uma Mulher,0,ragnarok.uol.com.br/database/thor/itens/detalhes/elysia_portrait
Runa Raido para Iniciantes,0,ragnarok.uol.com.br/database/thor/itens/detalhes/runstone_crush
Runa Wyrd para Iniciantes,0,ragnarok.uol.com.br/database/thor/itens/detalhes/runstone_storm
Saco de Arroz,0,ragnarok.uol.com.br/database/thor/itens/detalhes/bag_of_rice
Segundo Prêmio,0,ragnarok.uol.com.br/database/thor/itens/detalhes/2nd_stage_prize
Semente de Cacau,0,ragnarok.uol.com.br/database/thor/itens/detalhes/cacao_bean
Semente para Experimento,0,ragnarok.uol.com.br/database/thor/itens/detalhes/experiment_seed
Semente para Experimento,0,ragnarok.uol.com.br/database/thor/itens/detalhes/altered_seed
Signature Notebook,0,ragnarok.uol.com.br/database/thor/itens/detalhes/autograph_book
Sanduíche Cremoso,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dex_dish04
Sanduíche do Deserto de Arunafeltz,0,ragnarok.uol.com.br/database/thor/itens/detalhes/spicy_sandwich
Sangue Escarlate,0,ragnarok.uol.com.br/database/thor/itens/detalhes/boody_red
Sangue Pisado,0,ragnarok.uol.com.br/database/thor/itens/detalhes/solid_bloodstain
Sashimi Saboroso,0,ragnarok.uol.com.br/database/thor/itens/detalhes/superb_fish_slice
Saté de Tendões,0,ragnarok.uol.com.br/database/thor/itens/detalhes/str_dish09
Símbolo da Valquíria,0,ragnarok.uol.com.br/database/thor/itens/detalhes/valkyrie_token
Símbolo do Deus-Sol,0,ragnarok.uol.com.br/database/thor/itens/detalhes/symbol_of_sun
Símbolo do Guerreiro,0,ragnarok.uol.com.br/database/thor/itens/detalhes/warrior_symbol
Símbolo dos Nove Reinos,0,ragnarok.uol.com.br/database/thor/itens/detalhes/authority_of_nine_world
Sobrepeliz Amarrotado,0,ragnarok.uol.com.br/database/thor/itens/detalhes/shaggy_muffler
Solução de Morroc,0,ragnarok.uol.com.br/database/thor/itens/detalhes/morocc_potion
Solução de Payon,0,ragnarok.uol.com.br/database/thor/itens/detalhes/payon_potion
Sopa da Imortalidade,0,ragnarok.uol.com.br/database/thor/itens/detalhes/vit_dish10_m
Sopa da Sorte,0,ragnarok.uol.com.br/database/thor/itens/detalhes/luk_dish06
Sopa de Dragão Ascendente,0,ragnarok.uol.com.br/database/thor/itens/detalhes/vit_dish09
Sopa de Ostra,0,ragnarok.uol.com.br/database/thor/itens/detalhes/vit_dish03
Sopa de Tinta de Lula e Ovos de Sapo,0,ragnarok.uol.com.br/database/thor/itens/detalhes/agi_dish01
Sorvete de Casquinha,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ice_cream_
Suco de Frutas Divino,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dex_dish09
Suco de Gato,0,ragnarok.uol.com.br/database/thor/itens/detalhes/sp_potion
Suco de Uva e Mel,0,ragnarok.uol.com.br/database/thor/itens/detalhes/dex_dish01
Suco Misto,0,ragnarok.uol.com.br/database/thor/itens/detalhes/luk_dish02
Sussurros Espirituais,0,ragnarok.uol.com.br/database/thor/itens/detalhes/whisper_of_soul
Tábula Completa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/slate
Tábula de Geffen,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_slate_4
Tábula de Morroc,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_slate_3
Tábula de Payon,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_slate_2
Tábula de Prontera,0,ragnarok.uol.com.br/database/thor/itens/detalhes/piece_of_slate_1
Taça Nevada,0,ragnarok.uol.com.br/database/thor/itens/detalhes/delicious_shaved_ice
Ticket de Ninfa Perversa,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ticket_wicked_nymph
Ticket de Promoção,0,ragnarok.uol.com.br/database/thor/itens/detalhes/invitation_ticket
Ticket de Rune-Midgard,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ticket_postman
Ticket de Troca Especial,0,ragnarok.uol.com.br/database/thor/itens/detalhes/special_exchange_coupon
Ticket de Unicórnio,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ticket_blue_unicorn
Ticket do Atirador de Pedras,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ticket_stoneshooter
Ticket do Golem,0,ragnarok.uol.com.br/database/thor/itens/detalhes/ticket_golem
