monster,item,dropRate,link
Golem de Bradium,Runa Bruta Rara,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bradium_golem
Golem de Bradium,Bradium,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bradium_golem
Golem de Bradium,Carta Golem de Bradium,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/bradium_golem
Lebre da Neve,Bolo Natalino,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/xmas_lunatic
Lebre da Neve,Bala,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/xmas_lunatic
Lebre da Neve,Bengala Doce,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/xmas_lunatic
Lebre da Neve,Flor de Gelo,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/xmas_lunatic
Lebre da Neve,Biscoito de Gengibre,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/xmas_lunatic
Lebre da Neve,Caixa de Presente,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/xmas_lunatic
Seyren Windsor,Algemas,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/seyren
Seyren Windsor,Carnium,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/seyren
Seyren Windsor,Vontade do Guerreiro,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/seyren
Seyren Windsor,Matadora de Dragão,0.02,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/seyren
Seyren Windsor,Claymore,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/seyren
Seyren Windsor,Roubel [1],1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/seyren
Seyren Windsor,Carta Seyren Windsor,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/seyren
Salamandra,Coração Incandescente,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/salamander
Salamandra,Coração Flamejante,0.3,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/salamander
Salamandra,Carnium,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/salamander
Salamandra,Guitarra Frenética,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/salamander
Salamandra,Carta Salamandra,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/salamander
Alice,Avental de Alice,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/alice
Alice,Vassoura Velha,0.4,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/alice
Alice,Kit de Culinária Real,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/alice
Alice,Cura Nível 5,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/alice
Alice,Carta Alice,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/alice
Nepenthes,Trepadeira Resistente,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/nepenthes
Nepenthes,Vida Verdejante,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/nepenthes
Nepenthes,Caule,90%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/nepenthes
Nepenthes,Caule de Nepenthes [2],0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/nepenthes
Nepenthes,Harpa de Nepenthes [2],0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/nepenthes
Nepenthes,Arco de Nepenthes [2],0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/nepenthes
Nepenthes,Carta Nepenthes,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/nepenthes
Cecil Damon,Algemas,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/shecil
Cecil Damon,Aljave de Flechas Imateriais,1.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/shecil
Cecil Damon,Vontade do Guerreiro,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/shecil
Cecil Damon,Carnium,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/shecil
Cecil Damon,Besta [3],1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/shecil
Cecil Damon,Assalto do Falcão [2],1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/shecil
Cecil Damon,Carta Cecil Damon,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/shecil
Antonio,Galho Seco,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/antonio
Antonio,Fogos de Artifício: Natal,100%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/antonio
Antonio,Bengala Ultra-Doce,20%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/antonio
Antonio,Bolsa de Papai Noel,20%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/antonio
Antonio,Sobremesa de Noel,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/antonio
Antonio,Bolsa de Papai Noel,20%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/antonio
Curupira,Carne,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/curupira
Curupira,Minério de Elunium,2.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/curupira
Curupira,Emveretarcon,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/curupira
Curupira,Tanga de Tigre,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/curupira
Curupira,Maça [4],1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/curupira
Curupira,Carta Curupira,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/curupira
Despertador,Ponteiro,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/big_bell
Despertador,Crânio,7.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/big_bell
Despertador,Oridecon,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/big_bell
Despertador,Chave do Tempo Distorcido,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/big_bell
Despertador,Zargônio,7.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/big_bell
Despertador,Carta Despertador,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/big_bell
Kathryne Keyron,Algemas,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/katrinn
Kathryne Keyron,Carnium,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/katrinn
Kathryne Keyron,Vontade do Guerreiro,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/katrinn
Kathryne Keyron,Bastão de Lágrimas [2],1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/katrinn
Kathryne Keyron,Bastão do Sobrevivente [1],0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/katrinn
Kathryne Keyron,Carta Kathryne Keyron,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/katrinn
Howard Alt-Eisen,Algemas,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/harword
Howard Alt-Eisen,Frio dos Mortos,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/harword
Howard Alt-Eisen,Caixa das Melhores Armas,1.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/harword
Howard Alt-Eisen,Vontade do Guerreiro,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/harword
Howard Alt-Eisen,Carnium,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/harword
Howard Alt-Eisen,Machado Vecer [2],1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/harword
Howard Alt-Eisen,Carta Howard Alt-Eisen,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/harword
Bafomé Jr,Chifre Diabólico,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/baphomet_
Bafomé Jr,Minério de Oridecon,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/baphomet_
Bafomé Jr,Fruto de Yggdrasil,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/baphomet_
Bafomé Jr,Folha de Yggdrasil,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/baphomet_
Bafomé Jr,Erva Amarela,13%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/baphomet_
Bafomé Jr,Alabarda [2],0.02,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/baphomet_
Bafomé Jr,Carta Bafomé Jr.,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/baphomet_
Esqueleto Pirata,Osso,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pirate_skel
Esqueleto Pirata,Livro de Culinária Nível 6,0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pirate_skel
Esqueleto Pirata,Minério de Oridecon,0.43,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pirate_skel
Esqueleto Pirata,Osso Seco,0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pirate_skel
Esqueleto Pirata,Alfanje [3],2.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pirate_skel
Esqueleto Pirata,Carta Esqueleto Pirata,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/pirate_skel
Magmaring,Coração Incandescente,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magmaring
Magmaring,Minério de Elunium,0.34,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magmaring
Magmaring,Carta Magmaring,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_magmaring
Magmaring,Coração Incandescente,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magmaring
Magmaring,Minério de Elunium,0.34,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magmaring
Magmaring,Carta Magmaring,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/magmaring
Deviling,Pequena Asa Maligna,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deviling
Deviling,Zargônio,48.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deviling
Deviling,Maçã,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deviling
Deviling,Lâmina Perdida nas Trevas,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deviling
Deviling,Tintura Preta,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deviling
Deviling,Espíritos Anciões Nível 3,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deviling
Deviling,Carta Deviling,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/deviling
Novus,Erva Verde,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/novus
Novus,Cyfar,10.35,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/novus
Novus,Escama de Dragão,5.89,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/novus
Novus,Carta Novus Escarlate,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/novus
Lagarta,Pluma,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caterpillar
Lagarta,Brigan,53.35,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caterpillar
Lagarta,Poeira Estelar,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caterpillar
Lagarta,Vida Verdejante,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caterpillar
Lagarta,Velha Caixa Azul,0.04,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caterpillar
Lagarta,Crepúsculo do Deserto [2],0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caterpillar
Lagarta,Carta Lagarta,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/caterpillar
Soldado Piere,Mandíbula de Formiga,31%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/soldier_piere
Soldado Piere,Scell,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/soldier_piere
Soldado Piere,Scell,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/soldier_piere
Soldado Piere,Poeira Estelar,0.35,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/soldier_piere
Soldado Piere,Casca Rija,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/soldier_piere
Soldado Piere,Cimitarra [3],0.15,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/soldier_piere
Soldado Piere,Carta Soldado Andre,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/soldier_piere
Carat,Brigan,32%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/carat
Carat,Sorvete,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/carat
Carat,Erva Branca,14.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/carat
Carat,Carta Carat,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/carat
Marin,Garleta,32%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_marin
Marin,Muco Pegajoso,15%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_marin
Marin,Rajada Congelante Nível 1,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_marin
Marin,Aquamarina,0.4,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_marin
Marin,Doce de Batata-Doce,0.75,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_marin
Marin,Bala,3.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_marin
Marin,Carta Marin,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/e_marin
Marin,Garleta,32%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marin
Marin,Muco Pegajoso,15%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marin
Marin,Rajada Congelante Nível 1,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marin
Marin,Aquamarina,0.4,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marin
Marin,Erva Azul,0.75,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marin
Marin,Bala,3.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marin
Marin,Carta Marin,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/marin
Pirralho,Pedaço de Bambu,32%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rice_cake_boy
Pirralho,Papel Amarelado,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rice_cake_boy
Pirralho,Catavento,50%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rice_cake_boy
Pirralho,Pão de Carne,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rice_cake_boy
Pirralho,Máscara do Festival,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rice_cake_boy
Pirralho,Carta Pirralho,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/rice_cake_boy
Dullahan,Elmo de Dullahan,32%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dullahan
Dullahan,Armadura de Dullahan,48.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dullahan
Dullahan,Carta Dullahan,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/dullahan
Quve,Retalho Negro,32%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/quve
Quve,Ectoplasma,57.23,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/quve
Quve,Poeira Venenosa,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/quve
Quve,Minério de Oridecon,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/quve
Quve,Pó Negro,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/quve
Quve,Carta Quve,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/quve
Lude,Lanterna de Abóbora,32%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/lude
Lude,Ectoplasma,57.23,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/lude
Lude,Tecido,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/lude
Lude,Minério de Elunium,0.1,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/lude
Lude,Cura Nível 3,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/lude
Lude,Pó Amarelo,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/lude
Lude,Carta Lude,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/lude
Esqueleto Prisioneiro,Algemas,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skel_prisoner
Esqueleto Prisioneiro,Colher Entortada,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skel_prisoner
Esqueleto Prisioneiro,Gema Vermelha,6%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skel_prisoner
Esqueleto Prisioneiro,Bandagem Estragada,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skel_prisoner
Esqueleto Prisioneiro,Espólio,15%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skel_prisoner
Esqueleto Prisioneiro,Carta Esqueleto Prisioneiro,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skel_prisoner
Skogul,Runa da Escuridão,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skogul
Skogul,Gema Vermelha,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skogul
Skogul,Batom,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skogul
Skogul,Minério de Elunium,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skogul
Skogul,Lágrimas Sangrentas [2],0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skogul
Skogul,Carta Skogul,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/skogul
Frus,Runa da Escuridão,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/frus
Frus,Gema Vermelha,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/frus
Frus,Minério de Elunium,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/frus
Frus,Carta Frus,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/frus
Barão Coruja,Farrapos,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/owl_baron
Barão Coruja,Pena Macia,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/owl_baron
Barão Coruja,Relâmpago Nível 5,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/owl_baron
Barão Coruja,Gakkung [2],0.02,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/owl_baron
Barão Coruja,Cajado Cabalístico,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/owl_baron
Barão Coruja,Azagaia [3],0.02,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/owl_baron
Barão Coruja,Carta Barão Coruja,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/owl_baron
Coelho,Brigan,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spring_rabbit
Coelho,Cyfar,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spring_rabbit
Coelho,Pluma,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spring_rabbit
Coelho,Erva Verde,45%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spring_rabbit
Coelho,Erva Amarela,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spring_rabbit
Coelho,Erva Azul,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spring_rabbit
Coelho,Erva Branca,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spring_rabbit
Coelho,Carta Coelho,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/spring_rabbit
Mestre-ferreiro Howard,Mysteltain,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_harword
Mestre-ferreiro Howard,Byeollungum,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_harword
Mestre-ferreiro Howard,Sabbath,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_harword
Mestre-ferreiro Howard,Machado Impetuoso,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_harword
Mestre-ferreiro Howard,Guilhotina,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_harword
Mestre-ferreiro Howard,Tacape,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_harword
Mestre-ferreiro Howard,Carta Mestre-ferreiro Howard,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_harword
Arclouse,Casca Arredondada,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_arclouse
Arclouse,Muco Pegajoso,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_arclouse
Arclouse,Casca Rija,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_arclouse
Arclouse,Zargônio,5%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_arclouse
Arclouse,Gema Vermelha,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_arclouse
Arclouse,Natureza Grandiosa,0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_arclouse
Arclouse,Zargônio,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_arclouse
Arclouse,Carta Arclouse,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/n_arclouse
Arclouse,Casca Arredondada,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/arclouse
Arclouse,Muco Pegajoso,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/arclouse
Arclouse,Casca Rija,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/arclouse
Arclouse,Zargônio,4.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/arclouse
Arclouse,Gema Vermelha,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/arclouse
Arclouse,Natureza Grandiosa,0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/arclouse
Arclouse,Zargônio,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/arclouse
Arclouse,Carta Arclouse,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/arclouse
Kraben,Zargônio,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/kraben
Kraben,Leite,30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/kraben
Kraben,Folha de Aloe,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/kraben
Kraben,Cesto de Palha,48.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/kraben
Kraben,Pimenta Vermelha,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/kraben
Kraben,Carta Kraben,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/kraben
Arquimaga Kathryne,Adaga Profana,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_katrinn
Arquimaga Kathryne,Adaga Certeira,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_katrinn
Arquimaga Kathryne,Bastão do Sobrevivente [1],30%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_katrinn
Arquimaga Kathryne,Carta Arquimaga Kathryne,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_katrinn
Sacerdotisa Margaretha,Fúria Insana,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_magaleta
Sacerdotisa Margaretha,Livro do Apocalipse,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_magaleta
Sacerdotisa Margaretha,Quatrilho,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_magaleta
Sacerdotisa Margaretha,Grande Cruz,25%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_magaleta
Sacerdotisa Margaretha,Diário do Sábio [2],35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_magaleta
Sacerdotisa Margaretha,Carta Sumo Sacerdotisa Margaretha,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/b_magaleta
Ginseng Selvagem,Folha de Hinalle,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wild_ginseng
Ginseng Selvagem,Folha de Aloe,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wild_ginseng
Ginseng Selvagem,Raiz de Planta Carnívora,38%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wild_ginseng
Ginseng Selvagem,Flor de Planta Carnívora,48%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wild_ginseng
Ginseng Selvagem,Muda de Mandrágora,8%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wild_ginseng
Ginseng Selvagem,Morango,10%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wild_ginseng
Ginseng Selvagem,Cordel [4],0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wild_ginseng
Ginseng Selvagem,Carta Ermitão Selvagem,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/wild_ginseng
Tengu,Nariz de Tengu,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tengu
Tengu,Jarro de Saquê,55%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tengu
Tengu,Mastela,1.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tengu
Tengu,Kit de Culinária Real,0.2,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tengu
Tengu,Coluna de Pedra Nível 5,1%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tengu
Tengu,Shuriken Roda-Gigante Huuma [3],0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tengu
Tengu,Shuriken Roda-Gigante Huuma [4],0.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tengu
Tengu,Carta Tengu,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/tengu
Besouro-Ladrão Fêmea,Pele de Verme,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/thief_bug_
Besouro-Ladrão Fêmea,Garleta,2.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/thief_bug_
Besouro-Ladrão Fêmea,Antenas de Inseto,2%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/thief_bug_
Besouro-Ladrão Fêmea,Erva Vermelha,4%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/thief_bug_
Besouro-Ladrão Fêmea,Gema Vermelha,0.5,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/thief_bug_
Besouro-Ladrão Fêmea,Minério de Ferro,3%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/thief_bug_
Besouro-Ladrão Fêmea,Carta Besouro-Ladrão Fêmea,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/thief_bug_
Gullinbursti,Crina,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/gullinbursti
Gullinbursti,Uvas,2.9,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/gullinbursti
Gullinbursti,Sangue de Animal,0.06,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/gullinbursti
Gullinbursti,Analgésico,0.15,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/gullinbursti
Gullinbursti,Zargônio,1.6,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/gullinbursti
Gullinbursti,Carta Gullinbursti,0.01,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/gullinbursti
Zumbi Prisioneiro,Uniforme Velho de Presidiário,35%,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/zombie_prisoner
Zumbi Prisioneiro,Colher Entortada,1.05,https://ragnarok.uol.com.br/database/thor/monstros/detalhes/zombie_prisoner
